asset_id,cohort_start_date,entry_month,vehicle_class,monthly_km,engine_hours_per_month,load_factor,temperature_exposure,prior_repairs,service_delay_days,route_severity,preventive_maintenance_score,duration_months,event
VH-07436,2023-02-25,14,Medium,4848.7,115.8,0.706,0.6014,1,5.0,0.5663,0.7998,25.089,0
VH-07437,2022-06-30,6,Light,4130.4,98.4,0.8123,0.5212,2,7.7,0.7501,0.8636,35.2283,0
VH-07438,2023-08-24,20,Medium,5433.8,103.0,0.6604,0.5481,1,6.4,0.4133,0.6964,31.2419,0
VH-07439,2023-06-25,18,Light,4183.4,97.0,0.8655,0.4075,0,2.1,0.9185,0.6646,27.6324,1
VH-07440,2022-04-01,3,Heavy,1416.4,47.5,0.9858,0.607,0,9.3,0.5114,0.6524,30.9134,1
VH-07441,2022-12-27,12,Heavy,5345.2,114.9,0.7611,0.0936,2,11.3,0.5926,0.5332,20.1446,1
VH-07442,2023-04-26,16,Heavy,5838.4,144.4,0.8827,0.5033,0,8.0,0.3441,0.7787,17.3257,1
VH-07443,2023-03-27,15,Heavy,6661.6,156.2,0.772,0.3546,0,0.7,0.7567,0.5517,8.5725,1
VH-07444,2023-11-22,23,Light,3403.9,88.1,0.8481,0.5238,3,2.5,0.9333,0.5645,10.8929,1
VH-07445,2022-08-29,8,Light,4839.2,108.3,0.7538,0.5938,1,3.0,0.7072,0.4884,32.7841,1
VH-07446,2022-09-28,9,Medium,4871.7,121.6,0.6243,0.7561,0,3.2,0.6618,0.5829,35.4079,1
VH-07447,2022-09-28,9,Medium,4628.1,80.9,0.5383,0.4362,1,2.5,0.342,0.7717,57.2643,0
VH-07448,2022-12-27,12,Medium,4672.3,104.3,0.4916,0.7532,1,4.3,0.1187,0.3117,46.6038,0
VH-07449,2023-07-25,19,Medium,4555.7,111.9,0.9356,0.6092,0,1.1,0.57,0.9756,20.4591,0
VH-07450,2023-05-26,17,Medium,4817.6,111.5,0.3453,0.1845,1,5.3,0.4867,0.8682,49.932,0
VH-07451,2022-08-29,8,Light,5611.0,141.1,0.891,0.4478,2,7.1,0.158,0.7821,1.8186,1
VH-07452,2022-08-29,8,Medium,6330.4,138.3,0.6089,0.8507,0,13.7,0.5468,0.4053,6.118,1
VH-07453,2022-12-27,12,Medium,3365.5,66.6,0.6512,0.1423,0,12.1,0.4191,0.8237,9.3921,1
VH-07454,2023-08-24,20,Medium,4241.5,69.7,0.6244,0.2149,0,5.0,0.627,0.6979,25.492,0
VH-07455,2022-04-01,3,Heavy,3866.1,81.8,0.6225,0.4611,0,7.9,0.8907,0.6401,22.0275,0
VH-07456,2023-10-23,22,Medium,3651.5,88.9,0.8549,0.5729,0,5.9,0.6513,0.53,40.5707,1
VH-07457,2022-04-01,3,Heavy,2076.0,57.5,0.7232,0.4488,1,2.2,0.7022,0.8478,18.2337,0
VH-07458,2022-09-28,9,Heavy,4536.3,79.8,0.7487,0.4906,0,3.3,0.6674,0.5975,21.7244,1
VH-07459,2023-08-24,20,Light,5219.0,133.6,0.8795,0.3368,0,2.6,0.535,0.751,37.6311,1
VH-07460,2023-05-26,17,Medium,4267.4,80.2,0.4348,0.2188,0,7.9,0.148,0.4902,22.5584,0
VH-07461,2023-11-22,23,Medium,4486.6,97.9,0.6375,0.0547,2,3.7,0.5872,0.7847,63.2349,0
VH-07462,2023-01-26,13,Medium,5127.7,105.4,0.8177,0.6548,2,17.5,0.7343,0.9433,23.4825,1
VH-07463,2022-01-31,1,Light,6616.7,153.3,0.9222,0.0783,0,3.9,0.6194,0.4694,28.4816,1
VH-07464,2022-05-31,5,Heavy,3870.4,87.4,0.3682,0.5282,0,0.8,0.3163,0.8322,33.2737,0
VH-07465,2022-06-30,6,Heavy,2742.6,71.1,0.6007,0.202,0,0.9,0.4509,0.7827,41.0959,0
VH-07466,2023-11-22,23,Light,4364.3,124.6,0.7818,0.5293,1,6.8,0.8207,0.6018,32.3319,1
VH-07467,2023-08-24,20,Light,7325.3,168.8,0.5349,0.283,0,3.3,0.7072,0.6342,47.2503,1
VH-07468,2022-07-30,7,Light,2758.6,52.7,0.9068,0.7617,1,8.4,0.6226,0.8023,25.4794,1
VH-07469,2022-08-29,8,Heavy,5475.2,128.6,0.7988,0.6496,1,6.9,0.3423,0.387,13.2901,1
VH-07470,2022-07-30,7,Medium,6236.9,167.8,0.5623,0.1155,0,7.7,0.6215,0.8469,63.8975,0
VH-07471,2023-03-27,15,Light,951.7,31.0,0.4802,0.5176,0,6.2,0.607,0.5112,67.8266,0
VH-07472,2023-08-24,20,Heavy,5115.3,127.9,0.7278,0.0047,1,4.2,0.4619,0.2947,21.3773,1
VH-07473,2022-03-02,2,Medium,5405.1,96.2,0.7354,0.5032,0,16.8,0.7185,0.6373,29.1125,1
VH-07474,2023-07-25,19,Medium,4099.0,96.9,0.8312,0.4405,1,1.5,0.5096,0.8293,64.7843,0
VH-07475,2022-01-01,0,Medium,3530.3,74.4,0.5581,0.6871,1,3.2,0.4342,0.7953,23.063,0
VH-07476,2022-05-31,5,Medium,3614.0,70.1,0.9454,0.2787,0,1.6,0.3134,0.9463,30.6842,0
VH-07477,2023-03-27,15,Medium,4007.1,88.7,0.4645,0.3899,0,4.4,0.394,0.533,40.9283,1
VH-07478,2022-12-27,12,Medium,4046.9,91.6,0.5317,0.1942,3,14.1,0.2735,0.8451,28.5918,0
VH-07479,2023-04-26,16,Medium,3763.8,74.3,0.5223,0.7073,1,3.6,0.2294,0.2771,25.3315,1
VH-07480,2023-09-23,21,Heavy,3983.3,91.3,0.479,0.1923,0,24.2,0.8008,0.799,46.2521,0
VH-07481,2022-09-28,9,Medium,6286.2,137.1,0.9487,0.485,2,9.9,0.556,0.9788,42.8494,1
VH-07482,2023-06-25,18,Heavy,2678.4,70.1,0.7836,0.3439,3,1.5,0.3854,0.8248,58.3705,1
VH-07483,2022-05-31,5,Medium,1876.4,45.1,0.8145,0.6415,2,3.9,0.4766,0.3835,32.6457,1
VH-07484,2023-01-26,13,Heavy,6310.2,145.9,0.8574,0.5112,0,9.2,0.5936,0.4404,29.9304,1
VH-07485,2023-05-26,17,Medium,4212.0,108.3,0.7731,0.3149,0,3.5,0.8543,0.7292,40.0398,0
VH-07486,2022-06-30,6,Heavy,3917.7,95.4,0.5808,0.8664,1,2.2,0.4988,0.5582,25.4057,1
VH-07487,2023-10-23,22,Medium,4333.2,96.2,0.8436,0.4426,1,10.0,0.856,0.6099,9.8911,1
VH-07488,2022-04-01,3,Light,4813.9,75.7,0.7351,0.3516,2,1.4,0.4607,0.8567,10.6541,1
VH-07489,2023-04-26,16,Light,3713.9,90.2,0.8044,0.513,1,18.0,0.3602,0.8299,24.5064,0
VH-07490,2022-03-02,2,Light,5258.9,103.2,0.6349,0.6355,0,10.6,0.0515,0.5286,18.5829,1
VH-07491,2022-05-01,4,Heavy,3056.6,66.6,0.5879,0.2649,0,9.2,0.132,0.6871,28.7107,0
VH-07492,2022-11-27,11,Heavy,4047.3,95.5,0.7773,0.7121,0,7.9,0.7628,0.8784,34.9563,0
VH-07493,2022-10-28,10,Heavy,1178.0,46.2,0.9335,0.4142,1,4.6,0.1395,0.5883,32.5279,0
VH-07494,2022-12-27,12,Light,6258.4,166.7,0.6376,0.4968,0,7.5,0.5563,0.6397,38.1965,1
VH-07495,2022-01-31,1,Heavy,4235.9,80.3,0.6237,0.7756,1,3.3,0.5976,0.9226,35.0537,0
VH-07496,2022-12-27,12,Heavy,5505.2,102.6,0.5397,0.4142,1,1.2,0.5321,0.8055,44.2783,0
VH-07497,2022-11-27,11,Medium,5214.9,120.8,0.8801,0.4595,0,1.1,0.5682,0.7039,18.1983,0
VH-07498,2022-05-31,5,Medium,5324.7,122.0,0.8922,0.3894,2,2.8,0.735,0.8689,22.6294,1
VH-07499,2022-12-27,12,Medium,4488.3,81.7,0.5681,0.9374,1,5.6,0.4857,0.37,36.0805,1
VH-07500,2022-11-27,11,Light,5082.3,112.7,0.4037,0.1652,0,7.2,0.5739,0.6924,57.3725,1
VH-07501,2022-01-01,0,Medium,3058.1,76.9,0.4937,0.4354,1,8.0,0.7822,0.8171,33.3307,1
VH-07502,2023-07-25,19,Heavy,2743.2,42.5,0.8692,0.3821,1,4.2,0.5349,0.8103,68.9603,0
VH-07503,2023-11-22,23,Light,4348.3,81.7,0.9294,0.2368,1,2.7,0.6106,0.8229,51.6042,0
VH-07504,2022-09-28,9,Medium,3480.3,67.7,0.8769,0.7464,0,7.3,0.5577,0.8013,18.9885,1
VH-07505,2023-01-26,13,Medium,6638.2,144.3,0.672,0.3033,1,4.6,0.318,0.5906,24.0803,0
VH-07506,2023-02-25,14,Heavy,5062.7,122.9,0.5913,0.1184,2,7.1,0.6909,0.8085,23.8592,0
VH-07507,2023-05-26,17,Heavy,3425.3,71.2,0.8216,0.2953,0,6.4,0.68,0.7797,46.779,0
VH-07508,2022-10-28,10,Heavy,4092.7,91.8,0.5798,0.7918,0,11.3,0.8775,0.9513,25.3669,0
VH-07509,2022-05-01,4,Medium,4699.5,138.1,0.779,0.3972,0,1.9,0.8771,0.6971,5.5612,1
VH-07510,2023-03-27,15,Medium,4398.0,83.4,0.902,0.7832,0,7.7,0.7533,0.6697,22.0804,1
VH-07511,2023-04-26,16,Medium,4907.6,99.3,0.7398,0.3151,1,1.4,0.2489,0.6011,60.4027,0
VH-07512,2022-09-28,9,Medium,4603.0,112.5,0.9538,0.5665,0,12.4,0.5261,0.6279,13.9404,1
VH-07513,2023-05-26,17,Light,2414.0,68.5,0.822,0.0864,2,7.7,0.8562,0.7066,37.4664,0
VH-07514,2023-09-23,21,Medium,1273.6,34.5,0.8235,0.1695,1,4.9,0.7677,0.7764,71.7346,0
VH-07515,2022-10-28,10,Heavy,3939.6,114.7,0.6903,0.3667,1,3.9,0.3078,0.4413,23.7436,0
VH-07516,2022-01-31,1,Medium,5340.7,123.4,0.6228,0.6401,1,0.5,0.5318,0.8283,36.2637,1
VH-07517,2022-10-28,10,Heavy,3956.4,58.3,0.8212,0.6733,0,1.3,0.4435,0.8304,22.1597,0
VH-07518,2022-03-02,2,Medium,6354.8,142.7,0.248,0.2861,1,3.8,0.5145,0.5536,68.5402,0
VH-07519,2022-04-01,3,Medium,4429.7,89.9,0.7721,0.254,2,4.1,0.3964,0.6865,54.2317,0
VH-07520,2022-10-28,10,Light,6535.8,166.0,0.937,0.4165,0,1.7,0.1873,0.7853,35.7791,1
VH-07521,2023-07-25,19,Light,6227.9,152.9,0.6396,0.2494,0,5.2,0.5249,0.5121,33.9783,1
VH-07522,2022-05-31,5,Medium,6076.9,111.2,0.7918,0.8227,2,1.6,0.6295,0.9394,30.8141,0
VH-07523,2022-07-30,7,Medium,2694.7,80.1,0.5222,0.7991,1,7.1,0.6379,0.6466,22.2109,1
VH-07524,2022-01-31,1,Light,4525.7,114.7,0.7854,0.6096,0,8.2,0.4687,0.6225,36.2884,0
VH-07525,2023-04-26,16,Light,6334.2,135.9,0.7238,0.467,1,11.8,0.4141,0.8543,35.3799,0
VH-07526,2023-11-22,23,Light,4908.5,107.9,0.4575,0.3845,0,3.7,0.419,0.8351,29.7592,0
VH-07527,2023-04-26,16,Heavy,5331.5,139.4,0.6932,0.1436,2,3.3,0.5161,0.9095,61.5752,1
VH-07528,2023-04-26,16,Heavy,2418.2,24.2,0.7901,0.1332,2,3.2,0.6672,0.9778,41.532,0
VH-07529,2022-05-31,5,Medium,7378.2,170.6,0.2847,0.224,3,5.9,0.6513,0.8944,48.3633,0
VH-07530,2022-08-29,8,Light,3312.9,90.0,0.9328,0.5244,0,5.8,0.6797,0.7121,29.8221,0
VH-07531,2022-01-31,1,Light,1508.4,32.2,0.8162,0.1666,0,4.4,0.3768,0.9795,44.9904,0
VH-07532,2023-10-23,22,Light,3973.3,98.0,0.4662,0.4175,1,16.3,0.4918,0.6844,69.7542,0
VH-07533,2022-06-30,6,Medium,828.8,20.0,0.8619,0.5316,0,4.8,0.4679,0.6428,43.0367,0
VH-07534,2022-01-01,0,Light,2872.3,52.1,0.6291,0.384,1,6.0,0.7378,0.8282,42.011,0
VH-07535,2022-01-01,0,Medium,8337.8,173.1,0.6791,0.5398,0,9.7,0.3464,0.7434,34.3299,1
VH-07536,2022-05-31,5,Heavy,3929.9,98.0,0.6637,0.6356,0,20.1,0.771,0.4287,12.1437,1
VH-07537,2022-01-01,0,Medium,2358.3,42.9,0.8215,0.7542,2,8.8,0.8608,0.7155,16.4437,1
VH-07538,2023-08-24,20,Heavy,4537.9,78.0,0.8155,0.5136,0,6.2,0.5211,0.9157,55.5201,0
VH-07539,2023-04-26,16,Light,3153.3,71.9,0.5341,0.4607,0,16.0,0.5745,0.9008,40.2992,0
VH-07540,2023-07-25,19,Medium,5796.8,121.1,0.7374,0.4475,1,3.5,0.763,0.9478,26.4373,1
VH-07541,2022-04-01,3,Heavy,3165.7,52.4,0.7722,0.069,2,0.8,0.2539,0.864,51.4783,0
VH-07542,2022-04-01,3,Medium,4906.1,110.1,0.7601,0.329,0,4.8,0.4997,0.7402,40.4545,0
VH-07543,2023-11-22,23,Medium,2779.4,73.3,0.7027,0.6582,0,3.4,0.4237,0.959,65.6656,0
VH-07544,2023-03-27,15,Heavy,8398.5,186.9,0.723,0.8642,0,7.8,0.206,0.6477,6.1295,1
VH-07545,2022-06-30,6,Medium,5255.4,100.8,0.6742,0.4938,0,2.0,0.5674,0.8602,11.9836,1
VH-07546,2022-01-01,0,Medium,4281.7,102.4,0.9268,0.4113,1,5.9,0.4467,0.8556,20.5416,1
VH-07547,2022-04-01,3,Medium,4060.6,105.8,0.5429,0.2209,4,3.5,0.306,0.9177,34.1685,0
VH-07548,2022-04-01,3,Light,3669.6,114.7,0.7035,0.5115,1,1.9,0.788,0.4399,8.3227,1
VH-07549,2023-07-25,19,Light,3358.6,96.3,0.6408,0.0473,0,10.5,0.7192,0.7805,59.641,1
VH-07550,2022-11-27,11,Light,3317.4,58.6,0.4482,0.5549,2,7.1,0.4,0.4939,24.3649,0
VH-07551,2022-01-31,1,Heavy,7017.5,168.8,0.7222,0.3843,3,7.4,0.7123,0.6281,20.4284,1
VH-07552,2022-04-01,3,Medium,3671.1,85.4,0.5679,0.1061,0,7.0,0.311,0.4796,36.3824,0
VH-07553,2022-05-31,5,Medium,1305.9,20.0,0.3675,0.5074,0,10.2,0.8958,0.5994,46.2839,0
VH-07554,2022-05-01,4,Light,2751.0,65.4,0.5081,0.5128,0,3.9,0.2302,0.6324,51.523,0
VH-07555,2022-10-28,10,Medium,5891.6,159.7,0.5618,0.5587,0,7.6,0.6767,0.4859,22.5488,1
VH-07556,2022-10-28,10,Heavy,4121.5,109.5,0.6805,0.7277,0,2.9,0.4762,0.8216,9.1621,1
VH-07557,2023-02-25,14,Medium,4298.9,80.3,0.6018,0.2978,1,4.0,0.592,0.8205,45.5083,0
VH-07558,2022-04-01,3,Medium,6254.7,139.2,0.8027,0.5855,2,1.4,0.3166,0.7302,25.8905,1
VH-07559,2023-10-23,22,Heavy,3334.3,81.5,0.8859,0.5404,1,13.6,0.2731,0.6513,50.1392,1
VH-07560,2022-04-01,3,Heavy,5448.6,95.1,0.5228,0.5139,2,11.6,0.3239,0.5767,42.2751,1
VH-07561,2022-12-27,12,Heavy,3498.2,52.3,0.8877,0.6479,4,19.2,0.4077,0.8391,24.2655,1
VH-07562,2023-04-26,16,Medium,5363.8,121.5,0.7219,0.7075,1,2.1,0.268,0.9197,29.6852,1
VH-07563,2022-04-01,3,Light,3913.3,89.5,0.4619,0.6819,2,8.2,0.3065,0.6863,29.896,0
VH-07564,2022-11-27,11,Medium,4137.7,64.4,0.6839,0.3672,1,4.2,0.1945,0.551,41.9151,1
VH-07565,2023-07-25,19,Medium,5730.2,133.2,0.7959,0.49,0,2.6,0.8726,0.7873,9.9416,1
VH-07566,2022-09-28,9,Heavy,5622.0,141.2,0.8903,0.4354,1,16.8,0.8311,0.8516,9.9619,1
VH-07567,2023-04-26,16,Light,4251.9,91.2,0.9128,0.6723,0,2.3,0.221,0.7578,62.7596,0
VH-07568,2023-04-26,16,Medium,3792.6,85.2,0.8177,0.6124,0,5.4,0.6907,0.3086,20.987,0
VH-07569,2022-03-02,2,Heavy,6898.7,161.9,0.8862,0.3471,0,2.9,0.5741,0.7669,14.6486,1
VH-07570,2022-05-01,4,Heavy,5384.0,126.2,0.7096,0.7958,2,4.2,0.4123,0.7495,23.4745,0
VH-07571,2022-01-31,1,Medium,3913.3,61.9,0.9474,0.2859,4,3.3,0.9571,0.8547,19.5526,0
VH-07572,2022-09-28,9,Heavy,3520.4,64.7,0.565,0.8002,1,6.5,0.6421,0.5472,10.8118,1
VH-07573,2022-05-31,5,Light,6037.3,128.2,0.8204,0.2923,2,1.7,0.6567,0.9664,60.8405,0
VH-07574,2022-11-27,11,Medium,4673.1,90.9,0.15,0.5483,0,15.5,0.5215,0.5958,39.1001,1
VH-07575,2022-05-01,4,Light,4254.7,116.6,0.7298,0.1938,1,7.9,0.691,0.4749,30.8063,0
VH-07576,2022-05-01,4,Heavy,4672.5,113.3,0.6283,0.4196,0,3.9,0.6285,0.9415,56.5563,0
VH-07577,2023-02-25,14,Heavy,5006.7,94.6,0.8022,0.7313,2,3.9,0.8891,0.4336,12.3306,1
VH-07578,2022-05-01,4,Light,4415.0,94.9,0.7964,0.5595,1,10.3,0.1623,0.7535,31.7115,0
VH-07579,2023-04-26,16,Light,6305.5,157.1,0.8625,0.5556,0,5.3,0.6612,0.676,46.5481,1
VH-07580,2023-01-26,13,Medium,6389.0,132.3,0.7698,0.3577,0,7.5,0.4117,0.5594,44.8045,1
VH-07581,2022-12-27,12,Medium,5297.8,130.5,0.7265,0.1324,0,3.4,0.8578,0.5814,34.1692,1
VH-07582,2023-04-26,16,Heavy,6562.1,166.6,0.6535,0.3424,1,9.4,0.6915,0.6983,25.6758,1
VH-07583,2022-01-31,1,Light,4512.7,118.5,0.6455,0.162,0,6.1,0.3093,0.528,35.403,1
VH-07584,2022-12-27,12,Heavy,5535.5,125.7,0.9298,0.4002,0,2.5,0.492,0.8371,21.0239,1
VH-07585,2023-10-23,22,Medium,6006.7,152.2,0.7748,0.3857,1,6.3,0.7181,0.8437,34.6901,0
VH-07586,2022-08-29,8,Medium,6028.6,126.1,0.7833,0.5308,0,11.6,0.9011,0.8794,27.0336,1
VH-07587,2023-02-25,14,Light,5874.0,167.8,0.8087,0.1,1,4.0,0.3988,0.2822,36.093,0
VH-07588,2022-04-01,3,Heavy,5446.8,124.7,0.4212,0.1981,0,7.1,0.6739,0.8663,67.4433,0
VH-07589,2022-10-28,10,Medium,7435.7,182.4,0.6346,0.1379,0,5.7,0.5646,0.7937,41.3076,0
VH-07590,2023-04-26,16,Medium,3690.5,76.6,0.436,0.2213,0,5.6,0.2612,0.4442,20.7893,0
VH-07591,2022-11-27,11,Medium,4267.2,102.3,0.6804,0.3127,0,4.5,0.6186,0.4526,55.1473,0
VH-07592,2022-03-02,2,Heavy,4178.2,101.0,0.7731,0.4392,2,3.0,0.4497,0.7958,43.2559,0
VH-07593,2023-02-25,14,Heavy,3947.9,73.8,0.6146,0.0932,0,2.1,0.6679,0.7565,23.5075,0
VH-07594,2023-08-24,20,Heavy,1516.8,20.0,0.684,0.3549,2,4.1,0.9096,0.6252,58.1026,1
VH-07595,2022-01-31,1,Medium,6562.3,142.8,0.9111,0.4862,0,5.4,0.5354,0.8998,37.0892,0
VH-07596,2023-05-26,17,Heavy,2960.9,82.4,0.2496,0.4525,2,1.8,0.5728,0.6292,59.5014,0
VH-07597,2023-10-23,22,Medium,4754.7,78.2,0.3558,0.1535,1,12.2,0.6616,0.6681,33.6187,0
VH-07598,2022-12-27,12,Heavy,2367.2,47.2,0.8293,0.305,1,2.6,0.3122,0.692,70.4625,0
VH-07599,2023-10-23,22,Medium,5431.1,140.3,0.6592,0.4904,1,0.6,0.7981,0.6042,28.0121,1
VH-07600,2022-07-30,7,Medium,3321.9,55.3,0.6455,0.0826,2,3.1,0.6929,0.5346,18.2594,1
VH-07601,2022-07-30,7,Heavy,2796.1,80.9,0.8041,0.6955,1,11.8,0.7958,0.2478,21.7149,1
VH-07602,2022-05-31,5,Heavy,4791.5,89.6,0.7203,0.2854,2,6.0,0.2349,0.6149,39.6555,0
VH-07603,2023-03-27,15,Medium,3448.9,62.9,0.8763,0.7044,1,2.4,0.6173,0.6245,15.0592,1
VH-07604,2022-08-29,8,Medium,3638.8,78.7,0.7836,0.6246,1,5.1,0.3992,0.6382,19.7688,0
VH-07605,2022-05-01,4,Heavy,4757.7,133.8,0.8579,0.8024,4,1.4,0.7131,0.5139,8.5355,1
VH-07606,2022-12-27,12,Heavy,5700.0,117.1,0.6282,0.1592,0,2.5,0.7635,0.8498,20.8911,0
VH-07607,2022-03-02,2,Heavy,3272.4,46.7,0.42,0.6262,1,4.5,0.4747,0.5854,36.0283,1
VH-07608,2023-02-25,14,Light,3013.2,45.9,0.7555,0.5395,0,15.8,0.2479,0.8188,27.1605,0
VH-07609,2023-10-23,22,Medium,4535.2,114.8,0.6183,0.0671,1,16.8,0.34,0.6604,69.1359,0
VH-07610,2022-09-28,9,Heavy,5308.9,97.7,0.7914,0.1497,1,6.1,0.4687,0.6757,25.375,0
VH-07611,2023-08-24,20,Heavy,6694.1,166.6,0.6692,0.4871,3,3.3,0.5283,0.9438,14.7519,1
VH-07612,2022-12-27,12,Heavy,2893.0,65.3,0.6905,0.0882,2,4.0,0.6593,0.4718,33.9616,0
VH-07613,2022-12-27,12,Medium,4023.0,88.9,0.9366,0.3463,0,6.4,0.7492,0.5239,24.7553,1
VH-07614,2023-09-23,21,Medium,6263.7,143.7,0.7789,0.7489,0,3.3,0.3865,0.7167,21.4925,1
VH-07615,2023-04-26,16,Medium,7459.6,153.8,0.7446,0.2662,1,3.3,0.7091,0.8384,45.2359,1
VH-07616,2022-01-31,1,Heavy,3010.4,69.0,0.825,0.1321,0,2.4,0.3804,0.5394,6.5071,1
VH-07617,2023-03-27,15,Medium,3391.8,57.5,0.8452,0.2284,0,3.3,0.7176,0.6763,65.1692,0
VH-07618,2023-11-22,23,Medium,5071.7,132.9,0.7344,0.4796,2,3.7,0.2606,0.5779,24.2104,0
VH-07619,2022-12-27,12,Heavy,3633.4,65.3,0.94,0.2372,0,2.6,0.4183,0.7611,20.8813,0
VH-07620,2022-08-29,8,Heavy,3361.2,81.3,0.9827,0.3509,1,6.4,0.2477,0.6382,16.3499,1
VH-07621,2023-06-25,18,Medium,4866.7,92.6,0.7079,0.6312,0,2.2,0.3528,0.9151,30.1489,0
VH-07622,2022-07-30,7,Heavy,6824.1,143.6,0.9681,0.8348,0,10.8,0.6789,0.8077,6.0561,1
VH-07623,2022-04-01,3,Light,2535.8,50.7,0.5822,0.5782,1,6.4,0.6711,0.6253,30.0906,1
VH-07624,2022-09-28,9,Light,6747.5,194.7,0.563,0.663,1,8.4,0.6413,0.6552,27.8752,1
VH-07625,2022-11-27,11,Medium,3637.8,80.6,0.7721,0.3712,0,9.8,0.6892,0.6117,24.4969,0
VH-07626,2023-11-22,23,Light,5018.7,99.2,0.8825,0.5306,2,4.2,0.7372,0.6025,3.2945,1
VH-07627,2022-11-27,11,Heavy,6886.3,146.4,0.9233,0.6456,1,8.0,0.5311,0.8381,15.8271,1
VH-07628,2023-10-23,22,Heavy,4988.0,88.3,0.9277,0.6816,0,7.3,0.4369,0.6494,6.9572,1
VH-07629,2022-05-31,5,Light,4053.8,87.6,0.5539,0.2815,1,5.0,0.5064,0.754,25.8869,0
VH-07630,2023-07-25,19,Heavy,5577.3,151.7,0.9395,0.4904,0,0.9,0.2401,0.9429,22.951,0
VH-07631,2023-03-27,15,Medium,4240.3,99.3,0.8723,0.1252,0,3.8,0.5525,0.6611,37.6053,1
VH-07632,2022-01-01,0,Heavy,5282.0,130.9,0.5362,0.2594,0,1.3,0.8808,0.8199,66.5299,1
VH-07633,2023-01-26,13,Heavy,4193.0,79.5,0.7917,0.7983,1,5.6,0.3215,0.8636,25.8677,0
VH-07634,2022-11-27,11,Medium,5791.7,125.7,0.585,0.409,0,6.2,0.5435,0.7727,47.8186,1
VH-07635,2023-05-26,17,Light,2408.7,56.6,0.5381,0.2297,0,4.4,0.8097,0.8334,35.0555,0
VH-07636,2022-10-28,10,Light,2979.7,55.3,0.7938,0.6228,0,2.6,0.7667,0.7988,46.8615,1
VH-07637,2022-05-01,4,Medium,2386.6,59.0,0.7395,0.369,0,2.7,0.4094,0.5384,50.9848,0
VH-07638,2022-11-27,11,Heavy,4415.4,107.4,0.5461,0.4848,0,0.3,0.897,0.5076,27.7675,0
VH-07639,2022-03-02,2,Medium,2205.7,57.2,0.5934,0.4317,0,8.7,0.7883,0.7261,29.1315,0
VH-07640,2023-09-23,21,Medium,3462.3,74.7,0.5681,0.7363,0,4.4,0.758,0.8858,44.9441,0
VH-07641,2023-03-27,15,Light,2838.7,79.4,0.7138,0.1858,0,17.9,0.9279,0.8353,68.074,0
VH-07642,2023-04-26,16,Heavy,6719.5,145.5,0.7204,0.3871,0,6.5,0.6654,0.7252,13.9265,1
VH-07643,2023-01-26,13,Medium,3014.0,61.7,0.8542,0.3507,0,9.9,0.5993,0.6086,32.3131,0
VH-07644,2022-05-01,4,Heavy,2570.2,78.7,0.8377,0.4099,2,2.4,0.7624,0.6729,31.6673,1
VH-07645,2022-01-01,0,Medium,4872.5,91.7,0.5027,0.1297,1,11.9,0.2498,0.4869,22.1602,0
VH-07646,2022-05-01,4,Medium,7030.2,130.7,0.7781,0.2501,0,1.2,0.2618,0.7946,21.2159,1
VH-07647,2022-05-01,4,Light,4325.9,83.1,0.9108,0.5107,2,3.7,0.6052,0.7914,21.46,1
VH-07648,2022-05-31,5,Medium,4441.9,104.5,0.8001,0.6975,1,8.2,0.7121,0.3782,6.3919,1
VH-07649,2023-08-24,20,Medium,6436.1,162.3,0.7502,0.6912,0,5.5,0.5848,0.7791,14.6238,1
VH-07650,2022-05-31,5,Heavy,5817.3,119.4,0.9494,0.5134,3,1.0,0.3594,0.9667,21.0548,0
VH-07651,2022-03-02,2,Heavy,5138.1,141.4,0.7074,0.5055,3,2.5,0.2654,0.659,37.1521,0
VH-07652,2022-04-01,3,Light,3626.5,81.0,0.8138,0.4436,2,4.0,0.2315,0.7753,57.2705,1
VH-07653,2023-03-27,15,Medium,5183.9,113.5,0.7835,0.0886,0,1.8,0.6147,0.95,27.6354,0
VH-07654,2022-01-01,0,Light,2458.8,41.9,0.6027,0.2105,1,7.8,0.5431,0.7991,61.5352,0
VH-07655,2023-03-27,15,Light,3564.5,108.5,0.8689,0.3245,0,7.0,0.6493,0.715,32.6539,1
VH-07656,2023-02-25,14,Heavy,6647.2,145.5,0.5046,0.432,0,1.2,0.1687,0.892,28.4631,0
VH-07657,2022-09-28,9,Heavy,6453.0,123.4,0.7168,0.0172,0,7.4,0.4134,0.6361,59.6865,1
VH-07658,2022-09-28,9,Heavy,5156.2,151.4,0.6488,0.704,2,1.1,0.5844,0.7304,28.4504,1
VH-07659,2022-01-01,0,Light,1606.0,41.6,0.6871,0.128,0,3.4,0.7174,0.9764,38.3583,0
VH-07660,2022-01-01,0,Medium,2687.7,71.7,0.8834,0.2911,0,7.2,0.5014,0.8653,15.9606,1
VH-07661,2023-02-25,14,Medium,3480.8,102.6,0.8939,0.6801,0,10.7,0.2803,0.5316,37.3733,1
VH-07662,2022-12-27,12,Heavy,4242.5,103.5,0.6645,0.4793,0,2.5,0.3615,0.4462,40.3855,1
VH-07663,2022-12-27,12,Medium,2624.4,72.9,0.813,0.3644,0,1.1,0.8072,0.6055,16.8295,1
VH-07664,2023-08-24,20,Heavy,4130.5,92.6,0.6974,0.4528,1,3.8,0.8072,0.5277,25.7239,1
